===============================================================================
= Module: UtilititesSLR   |   Example: TrackingSLR
===============================================================================
= Intputs:
-------------------------------------------------------------------------------
= File:        1328_cpf_240128_02901.sgf
= Object:      beaconc
= Avoid Sun:   true
= Avoid angle: 15
= Delta:       100
= Min el:      15
===============================================================================
= Outputs:
-------------------------------------------------------------------------------
= Trim at start: true
= Trim at end:   true
= Sun collision: true
= Sun at start:  false
= Sun at end:    false
= Sun deviation: true
= El deviation: true
===============================================================================
mjd;sod;pass_az;pass_el;track_az;track_el;sun_az;sun_el
60340;30725.700000;291.2060;12.6411;;;225.0000;70.0000
60340;30725.800000;291.2062;12.6497;;;225.0000;70.0000
60340;30725.900000;291.2064;12.6583;;;225.0000;70.0000
60340;30726.000000;291.2067;12.6669;;;225.0000;70.0000
60340;30726.100000;291.2069;12.6755;;;225.0000;70.0000
60340;30726.200000;291.2071;12.6841;;;225.0000;70.0000
60340;30726.300000;291.2073;12.6927;;;225.0000;70.0000
60340;30726.400000;291.2076;12.7013;;;225.0000;70.0000
60340;30726.500000;291.2078;12.7099;;;225.0000;70.0000
60340;30726.600000;291.2080;12.7185;;;225.0000;70.0000
60340;30726.700000;291.2082;12.7271;;;225.0000;70.0000
60340;30726.800000;291.2084;12.7358;;;225.0000;70.0000
60340;30726.900000;291.2087;12.7444;;;225.0000;70.0000
60340;30727.000000;291.2089;12.7530;;;225.0000;70.0000
60340;30727.100000;291.2091;12.7616;;;225.0000;70.0000
60340;30727.200000;291.2093;12.7703;;;225.0000;70.0000
60340;30727.300000;291.2096;12.7789;;;225.0000;70.0000
60340;30727.400000;291.2098;12.7875;;;225.0000;70.0000
60340;30727.500000;291.2100;12.7962;;;225.0000;70.0000
60340;30727.600000;291.2102;12.8048;;;225.0000;70.0000
60340;30727.700000;291.2104;12.8134;;;225.0000;70.0000
