===============================================================================
= Module: UtilititesSLR   |   Example: TrackingSLR
===============================================================================
= Intputs:
-------------------------------------------------------------------------------
= File:        1328_cpf_240128_02901.sgf
= Object:      beaconc
= Avoid Sun:   true
= Avoid angle: 15
= Delta:       100
= Min el:      15
===============================================================================
= Outputs:
-------------------------------------------------------------------------------
= Trim at start: true
= Trim at end:   true
= Sun collision: true
= Sun at start:  false
= Sun at end:    true
= Sun deviation: false
= El deviation: false
===============================================================================
mjd;sod;pass_az;pass_el;track_az;track_el;sun_az;sun_el
60340;30724.200000;291.2027;12.5126;;;121.4074;10.7928
60340;30724.300000;291.2029;12.5212;;;121.4076;10.7931
60340;30724.400000;291.2031;12.5297;;;121.4079;10.7934
60340;30724.500000;291.2033;12.5383;;;121.4082;10.7937
60340;30724.600000;291.2036;12.5468;;;121.4085;10.7940
60340;30724.700000;291.2038;12.5554;;;121.4088;10.7943
60340;30724.800000;291.2040;12.5640;;;121.4090;10.7945
60340;30724.900000;291.2042;12.5725;;;121.4093;10.7948
60340;30725.000000;291.2044;12.5811;;;121.4096;10.7951
60340;30725.100000;291.2047;12.5896;;;121.4099;10.7954
60340;30725.200000;291.2049;12.5982;;;121.4102;10.7957
60340;30725.300000;291.2051;12.6068;;;121.4104;10.7960
60340;30725.400000;291.2053;12.6154;;;121.4107;10.7963
60340;30725.500000;291.2056;12.6240;;;121.4110;10.7965
60340;30725.600000;291.2058;12.6325;;;121.4113;10.7968
60340;30725.700000;291.2060;12.6411;;;121.4116;10.7971
60340;30725.800000;291.2062;12.6497;;;121.4119;10.7974
60340;30725.900000;291.2064;12.6583;;;121.4121;10.7977
60340;30726.000000;291.2067;12.6669;;;121.4124;10.7980
60340;30726.100000;291.2069;12.6755;;;121.4127;10.7983
60340;30726.200000;291.2071;12.6841;;;121.4130;10.7985
60340;30726.300000;291.2073;12.6927;;;121.4133;10.7988
60340;30726.400000;291.2076;12.7013;;;121.4135;10.7991
60340;30726.500000;291.2078;12.7099;;;121.4138;10.7994
60340;30726.600000;291.2080;12.7185;;;121.4141;10.7997
60340;30726.700000;291.2082;12.7271;;;121.4144;10.8000
60340;30726.800000;291.2084;12.7358;;;121.4147;10.8003
60340;30726.900000;291.2087;12.7444;;;121.4149;10.8006
60340;30727.000000;291.2089;12.7530;;;121.4152;10.8008
60340;30727.100000;291.2091;12.7616;;;121.4155;10.8011
60340;30727.200000;291.2093;12.7703;;;121.4158;10.8014
60340;30727.300000;291.2096;12.7789;;;121.4161;10.8017
60340;30727.400000;291.2098;12.7875;;;121.4163;10.8020
60340;30727.500000;291.2100;12.7962;;;121.4166;10.8023
60340;30727.600000;291.2102;12.8048;;;121.4169;10.8026
60340;30727.700000;291.2104;12.8134;;;121.4172;10.8028
