===============================================================================
= Module: UtilititesSLR   |   Example: TrackingSLR
===============================================================================
= Intputs:
-------------------------------------------------------------------------------
= File:        38077_cpf_240128_02901.sgf
= Object:      lares
= Avoid Sun:   true
= Avoid angle: 15
= Delta:       1000
= Min el:      8
===============================================================================
= Outputs:
-------------------------------------------------------------------------------
= Sun collision: true
= Sun at start:  true
= Sun at end:    false
===============================================================================
mjd;sod;pass_az;pass_el;track_az;track_el;sun_az;sun_el
60340;56987.000000;244.5967;29.6933;244.5967;29.6933;228.7597;19.6845
60340;56988.000000;244.7115;29.7891;244.7115;29.7891;228.7629;19.6820
60340;56989.000000;244.8269;29.8850;244.8269;29.8850;228.7662;19.6794
60340;56990.000000;244.9430;29.9811;244.9430;29.9811;228.7695;19.6769
60340;56991.000000;245.0596;30.0773;245.0596;30.0773;228.7727;19.6744
60340;56992.000000;245.1768;30.1736;245.1768;30.1736;228.7760;19.6719
60340;56993.000000;245.2947;30.2700;245.2947;30.2700;228.7793;19.6694
60340;56994.000000;245.4132;30.3666;245.4132;30.3666;228.7825;19.6669
60340;56995.000000;245.5322;30.4632;245.5322;30.4632;228.7858;19.6643
60340;56996.000000;245.6519;30.5600;245.6519;30.5600;228.7891;19.6618
60340;56997.000000;245.7723;30.6569;245.7723;30.6569;228.7923;19.6593
60340;56998.000000;245.8932;30.7538;245.8932;30.7538;228.7956;19.6568
60340;56999.000000;246.0148;30.8509;246.0148;30.8509;228.7989;19.6543
60340;57000.000000;246.1371;30.9481;246.1371;30.9481;228.8021;19.6517
60340;57001.000000;246.2600;31.0454;246.2600;31.0454;228.8054;19.6492
60340;57002.000000;246.3835;31.1428;246.3835;31.1428;228.8087;19.6467
60340;57003.000000;246.5077;31.2403;246.5077;31.2403;228.8119;19.6442
60340;57004.000000;246.6325;31.3379;246.6325;31.3379;228.8152;19.6417
60340;57005.000000;246.7580;31.4356;246.7580;31.4356;228.8185;19.6392
60340;57006.000000;246.8842;31.5334;246.8842;31.5334;228.8217;19.6366
60340;57007.000000;247.0110;31.6313;247.0110;31.6313;228.8250;19.6341
60340;57008.000000;247.1385;31.7293;247.1385;31.7293;228.8283;19.6316
60340;57009.000000;247.2667;31.8274;247.2667;31.8274;228.8315;19.6291
60340;57010.000000;247.3956;31.9256;247.3956;31.9256;228.8348;19.6266
60340;57011.000000;247.5251;32.0239;247.5251;32.0239;228.8381;19.6240
60340;57012.000000;247.6554;32.1222;247.6554;32.1222;228.8413;19.6215
60340;57013.000000;247.7863;32.2206;247.7863;32.2206;228.8446;19.6190
60340;57014.000000;247.9180;32.3192;247.9180;32.3192;228.8479;19.6165
60340;57015.000000;248.0503;32.4178;248.0503;32.4178;228.8511;19.6140
60340;57016.000000;248.1834;32.5164;248.1834;32.5164;228.8544;19.6114
60340;57017.000000;248.3172;32.6152;248.3172;32.6152;228.8576;19.6089
60340;57018.000000;248.4516;32.7141;248.4516;32.7141;228.8609;19.6064
60340;57019.000000;248.5869;32.8130;248.5869;32.8130;228.8642;19.6039
60340;57020.000000;248.7228;32.9120;248.7228;32.9120;228.8674;19.6013
60340;57021.000000;248.8595;33.0110;248.8595;33.0110;228.8707;19.5988
60340;57022.000000;248.9969;33.1101;248.9969;33.1101;228.8740;19.5963
60340;57023.000000;249.1351;33.2093;249.1351;33.2093;228.8772;19.5938
60340;57024.000000;249.2740;33.3086;249.2740;33.3086;228.8805;19.5913
60340;57025.000000;249.4137;33.4079;249.4137;33.4079;228.8838;19.5887
60340;57026.000000;249.5541;33.5073;249.5541;33.5073;228.8870;19.5862
60340;57027.000000;249.6953;33.6067;249.6953;33.6067;228.8903;19.5837
60340;57028.000000;249.8372;33.7062;249.8372;33.7062;228.8935;19.5812
60340;57029.000000;249.9800;33.8057;249.9800;33.8057;228.8968;19.5787
60340;57030.000000;250.1235;33.9053;250.1235;33.9053;228.9001;19.5761
60340;57031.000000;250.2678;34.0050;250.2678;34.0050;228.9033;19.5736
60340;57032.000000;250.4128;34.1047;250.4128;34.1047;228.9066;19.5711
60340;57033.000000;250.5587;34.2044;250.5587;34.2044;228.9098;19.5686
60340;57034.000000;250.7054;34.3042;250.7054;34.3042;228.9131;19.5660
60340;57035.000000;250.8528;34.4040;250.8528;34.4040;228.9164;19.5635
60340;57036.000000;251.0011;34.5038;251.0011;34.5038;228.9196;19.5610
60340;57037.000000;251.1502;34.6037;251.1502;34.6037;228.9229;19.5585
60340;57038.000000;251.3001;34.7036;251.3001;34.7036;228.9262;19.5559
60340;57039.000000;251.4508;34.8035;251.4508;34.8035;228.9294;19.5534
60340;57040.000000;251.6024;34.9035;251.6024;34.9035;228.9327;19.5509
60340;57041.000000;251.7548;35.0035;251.7548;35.0035;228.9359;19.5484
